aba,feature,veredito,sinal,sinal_espera,sinal_escopo,gtk_onde,html_onde,gtk_faz,html_faz,porque
07-lancadores,"Carimbo ""N jogos já sabem por onde entrar"" (pontes confirmadas)",SO_NO_HTML,pontes_confirmadas(),PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py,src/hefesto_dualsense4unix/integrations/prontuario_dos_jogos.py,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:361 · src/hefesto_dualsense4unix/interface/desenho_dos_lancadores.py:560 · src/hefesto_dualsense4unix/interface/desenho_dos_lancadores.py:686 · src/hefesto_dualsense4unix/interface/desenho_dos_lancadores.py:201,NÃO faz. `prontuario_dos_jogos.pontes_confirmadas` não tem chamador na GTK.,"Lê `pontes_confirmadas()` e monta o carimbo do cartão, junto com o aviso de linhas intocáveis. Zero SOME em vez de ocupar a linha dizendo nada.","Ganho, e é uma cicatriz virada do avesso: o desenho de 02/09 dizia `◆ 3 jogos já sabem por onde entrar` com o número DIGITADO. MEDIDO AGORA: `pontes = 0` e `intocaveis = []`, então o carimbo está VAZIO — e vazio é a resposta certa, não a ausência de pintura."
07-lancadores,Contagem de jogos instalados no cartão da Steam,SO_NO_HTML,pdj.jogos_instalados(),PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py,src/hefesto_dualsense4unix/integrations/prontuario_dos_jogos.py,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:354 · src/hefesto_dualsense4unix/interface/desenho_dos_lancadores.py:681 · src/hefesto_dualsense4unix/interface/desenho_dos_lancadores.py:530,NÃO faz. Nenhuma tela GTK mostra quantos jogos da Steam estão instalados.,"Lê `pdj.jogos_instalados()` e escreve `N jogos instalados` no topo do cartão; antes da primeira leitura escreve `…`, nunca um número.","Ganho. MEDIDO AGORA: 22 jogos instalados contra 62 appids com o wrapper na linha do vdf — o vdf guarda linha de jogo desinstalado, e é por isso que os dois números são diferentes e os dois precisam existir. O `…` no lugar de um número não-lido é o que impede o desenho de voltar a falar pela máquina."
07-lancadores,Achar Heroic · Lutris · Flatpak · RetroArch · Dolphin/mGBA nesta máquina,SO_NO_HTML,jogos_locais.pastas_de_atalhos,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py,src/hefesto_dualsense4unix/daemon/subsystems/hotkey.py:56 · src/hefesto_dualsense4unix/daemon/lifecycle.py:2271 · src/hefesto_dualsense4unix/daemon/lifecycle.py:4169 · src/hefesto_dualsense4unix/daemon/subsystems/game_signal.py:97 · src/hefesto_dualsense4unix/profiles/schema.py:1336,src/hefesto_dualsense4unix/interface/desenho_dos_lancadores.py:470 · src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:232 · src/hefesto_dualsense4unix/interface/desenho_dos_lancadores.py:482 · src/hefesto_dualsense4unix/interface/desenho_dos_lancadores.py:712 · src/hefesto_dualsense4unix/interface/desenho_dos_lancadores.py:509,"NÃO faz. Os cinco só aparecem em COMENTÁRIO na GTK e no daemon — zero função, zero chamada.","Procura o `.desktop` nas pastas da spec XDG (`jogos_locais.pastas_de_atalhos`) e o comando no `PATH`, e responde com o caminho INTEIRO. Três estados distintos: não procurei / procurei e não achei (selo `off`) / achei aqui.","Ganho, e o único lugar da aba onde os cinco lançadores do enunciado existem como CÓDIGO. MEDIDO AGORA, em 0,9 ms: flatpak achado em `/usr/bin/flatpak`; heroic, lutris, retroarch e emuladores NÃO ACHEI. O topo diz `2 encontrados · 1 com impedimento` — os 2 são Steam e Flatpak, e a conta soma `presente`, não o selo."
07-lancadores,"Ler a BIBLIOTECA de Heroic, Lutris, RetroArch, Dolphin ou mGBA",IGUAL,DIZ_SEM_FONTE,PRESENTE,src/hefesto_dualsense4unix/interface/desenho_dos_lancadores.py,,src/hefesto_dualsense4unix/interface/desenho_dos_lancadores.py:470 · src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:135 · src/hefesto_dualsense4unix/interface/desenho_dos_lancadores.py:47 · src/hefesto_dualsense4unix/interface/desenho_dos_lancadores.py:499,Não lê. Nenhuma função abre o catálogo de nenhum dos cinco.,"Também não lê, e DIZ isso: os cinco cartões saem com selo `nao_sei` (""NÃO SEI"") ou `off` (""NÃO ACHEI"") em vez de escolher entre CHEGAM e NÃO CHEGAM. A razão está declarada como dívida em `SEM_DONO[""heroic""]`.","Os dois fazem a mesma coisa — nada — e isso precisa constar para ninguém abrir uma frente achando que o HTML perdeu algo. O que o HTML acrescenta não é leitura: é HONESTIDADE sobre a ausência (o selo `NÃO SEI` nasceu em 02/09 justamente porque `CHEGAM`/`NÃO CHEGAM` seriam as duas afirmações que o produto não pode fazer). Varrer a biblioteca dos cinco é feature NOVA, não migração — e a lei 0 (*""não temos que recriar nada""*) não a cobre."
07-lancadores,Detectar QUAL jogo está aberto agora,IGUAL,read_last_run_marker,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py,src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1677 · src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1736,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:1138 · src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:1171 · src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:1187 · src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:505 · src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:1196,"Escada de TRÊS evidências, da mais forte para a mais tolerante: `launch_session_appid()` (marker do wrapper + pid vivo, imune a alt-tab), `window_detect_last_class` do state_full, e o marker `last_run` cru — que alcança o jogo JÁ FECHADO.","`a_escada_do_jogo` responde com as TRÊS evidências da GTK, na mesma ordem: `launch_env.launch_session_appid()`, a `window_detect_last_class` do estado traduzida pelo `extract_steam_appid` do lembrete, e o marker `last_run` cru — que alcança o jogo JÁ FECHADO. Cada degrau no seu `try`, e o `detectar` tem frase própria para o jogo que já fechou.","03/09/2026 — A DÍVIDA FECHOU, e esta linha tinha sido reescrita HOJE afirmando o contrário (*""o HTML exige que o jogo esteja rodando ENQUANTO ela clica na janela do Hefesto""*). Deixou de ser verdade no mesmo dia: `a_escada_do_jogo` traz os três degraus, inclusive o terceiro, que é exatamente o caso que a GTK documenta — *""o jogo não funcionou, ela fechou, e só então veio reclamar""* (daemon_actions.py:1689). O `sinal` foi para `read_last_run_marker`, o degrau que faltava e o único que prova a escada INTEIRA; `_o_jogo_em_foco` sozinho passava com dois degraus. || A diferença que resta é de custo, e é a favor do HTML: o degrau 2 da GTK é uma chamada de IPC (`daemon_state_full()`), e aqui o `state` já chegou pelo `Contexto`."
07-lancadores,"""Procurar de novo"" — reler o disco na hora",SO_NO_HTML,SEM_LEITURA_DE_COR,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py,src/hefesto_dualsense4unix/app/actions/carona_do_wrapper.py:360 · src/hefesto_dualsense4unix/app/actions/launch_wrapper_dialog.py:380,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:474 · src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:198 · src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:202 · src/hefesto_dualsense4unix/interface/paginas/07-lancadores.html:895,NÃO faz. A releitura só acontece de carona num gesto de perfil ou quando um appid inédito entra em foco; não há botão de reler.,"Gesto `procurar` no topo do quadro: invalida o cache da vigia e relê BLOQUEANDO na thread do gesto, devolvendo a aba repintada no mesmo clique.","Ganho pequeno mas com razão medida: sem o retorno no clique, o botão dependeria do próximo tique com o TTL vencido e ela veria a tela igual por até 20 s — o botão que responde calado. MEDIDO AGORA: a releitura completa custa 64,6 ms, então o clique responde na hora."
07-lancadores,"""Deixar tudo pronto"" — Steam Input + wrapper com UM consentimento",IGUAL,format_steam_ready_result,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py,src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1586 · src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1596 · src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1618 · src/hefesto_dualsense4unix/gui/main.glade:2913,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:2202 · src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:1057 · src/hefesto_dualsense4unix/interface/desenho_dos_lancadores.py:648,"Encadeia `disable_steam_input.sh --apply-quiet` e `apply_wrapper_to_all_games` DENTRO de uma única janela de `with_steam_closed`, e mede os jogos com Steam Input antes de mexer. Um consentimento só, porque é a única consequência que ela sente.","Gesto `deixar-tudo-pronto`: mede os jogos DENTRO da janela e antes do script (ordem do dono, D-33), roda o script e aplica o atalho a todos — numa janela só de `with_steam_closed`. A frase do consentimento é `DaemonActionsMixin._STEAM_READY_CORPO`, palavra por palavra, com régua que compara com o dono. Só nasce quando os DOIS lados têm trabalho.","É o botão que existe porque ela pediu com estas palavras: *""tem jogos que precisamos ativar entrada steam, outros que temos que colocar comandos de inicialização — é uma confusão real""* (gui/main.glade:2893). Ele esconde a ESCOLHA entre os dois mecanismos, que é a parte que confunde. Nota: a decisão registrada em interface/paginas/07-lancadores.html:1043 diz que os botões de Steam da Sistema FICAM na Sistema — então esta falta é da aba 09, não da 07; mas ela é da ÁREA de lançadores e nenhuma aba a cobre hoje. || FECHADA em 06/09/2026. A nota da linha dizia que ""esta falta é da aba 09, não da 07"" — CADUCOU pela decisão dela `D-0609-STEAM-DIVIDIDO`. E O SINAL MUDOU DE FORMA: era `_build_steam_ready_confirm_dialog`, nome de método do mixin da janela, que o lado HTML nunca escreveria — por isso a régua NÃO acusou esta linha, e ela teria ficado FALTA_NO_HTML com a dívida fechada, sem nada acusar. É a mesma armadilha das quatro linhas da 04 nesta leva."
07-lancadores,"""Este jogo não funciona"" — marcar o jogo na allowlist do Steam Input",IGUAL,add_appid_to_steam_input_allowlist,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py,src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1717 · src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1770 · src/hefesto_dualsense4unix/gui/main.glade:2961 · src/hefesto_dualsense4unix/gui/main.glade:2468,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:2160 · src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:2266 · src/hefesto_dualsense4unix/interface/desenho_dos_lancadores.py:645,"Acha o appid pela escada de três evidências, escreve na allowlist do Steam Input (`add_appid_to_steam_input_allowlist`), e recarrega o `launch_env` para a marca VALER agora, sem reiniciar nada. Sem diálogo, porque é reversível.","O gesto `este-jogo-nao-funciona` acha o appid pela MESMA escada de três evidências (`a_escada_do_jogo`), escreve com `add_appid_to_steam_input_allowlist` e manda `launch_env.refresh` ao serviço para a marca valer agora. Sem diálogo, porque é reversível. A recusa sem jogo é a frase do dono (`format_game_broken_result`).","É a cura de um sintoma que ela mediu no aparelho (o controle dobrado dentro do jogo) e o único gesto por-jogo que a GTK oferece para ele. O HTML não tem nem a marca nem a caixinha que a desfaz — e o `relancar.EXIGEM_RELANCAR` lista `steam_input_do_jogo` como mudança que só vale na próxima abertura (app/actions/relancar.py:78), o que significa que migrar isto sem o diálogo de relançar reabriria o ""Jogador 3"" fantasma. || FECHADA em 06/09/2026 pela STEAM-INPUT-01, decisão dela `D-0609-STEAM-DIVIDIDO`. É a PRIMEIRA vez que a aba 07 fala com o serviço: `PONTE`/`METODOS` eram vazios com a razão medida ao lado, e a razão caducou para este gesto. A prova é o ARQUIVO — a régua lê a lista de volta pelo `parse_steam_input_allowlist`, não por substring."
07-lancadores,"""Fixar a versão que funciona"" — travar o Proton validado",DIFERENTE,on_proton_lock,PRESENTE,LADO-HTML,src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1793 · src/hefesto_dualsense4unix/gui/main.glade:3029,src/hefesto_dualsense4unix/interface/paginas/09-sistema.html:1207 · src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py:645,"Botão que deixa todos os jogos na versão de Proton que o Hefesto validou, pedindo a Steam fechada e fazendo backup antes.","O BOTÃO EXISTE E ESTÁ MORTO. A página 09 traz `data-gesto=""refazer-proton""`, mas nenhum gesto com esse nome é registrado — o a09 declara os sete que não são IPC e este é um deles.","03/09/2026 — A DÍVIDA FECHOU e o dado envelheceu no mesmo minuto: o símbolo `on_proton_lock` APARECEU no lado HTML, posto pela leva do gap. DIFERENTE, e NÃO `IGUAL`, de propósito: o símbolo existir prova que o HTML passou a fazer algo, não que ele faça o MESMO que a GTK. Chamar de IGUAL sem medir seria a maquiagem que esta régua existe para impedir — remeça a feature e reescreva a linha. || Pior que faltar: o botão está na tela dela e não faz nada. O piloto só liga clique a `[data-gesto]` que EXISTA no registro (hefesto_vivo.py:469 e :626), então o clique some em silêncio. E ele está em `hefesto_vivo.PERIGOSOS` (:777), o que quer dizer que a régua automática nem o clica — ninguém descobre que ele está morto por régua."
07-lancadores,"""Tirar a sobreposição Vulkan"" — a camada implícita por jogo",DIFERENTE,on_camadas_engasgo,PRESENTE,LADO-HTML,src/hefesto_dualsense4unix/app/actions/emulation_actions.py:2086 · src/hefesto_dualsense4unix/app/actions/emulation_actions.py:2122 · src/hefesto_dualsense4unix/app/actions/emulation_actions.py:2131 · src/hefesto_dualsense4unix/app/actions/emulation_actions.py:2172 · src/hefesto_dualsense4unix/gui/main.glade:3067,src/hefesto_dualsense4unix/interface/paginas/09-sistema.html:1304 · src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py:1800,"Faz o censo das camadas no `system.reg`, MOSTRA o relatório antes de agir, guarda cópia do arquivo e devolve pelo mesmo lugar. A sobreposição da Steam e os medidores ficam.","O BOTÃO EXISTE E ESTÁ MORTO — `data-gesto=""procurar-camadas""` sem gesto registrado.","03/09/2026 — A DÍVIDA FECHOU e o dado envelheceu no mesmo minuto: o símbolo `on_camadas_engasgo` APARECEU no lado HTML, posto pela leva do gap. DIFERENTE, e NÃO `IGUAL`, de propósito: o símbolo existir prova que o HTML passou a fazer algo, não que ele faça o MESMO que a GTK. Chamar de IGUAL sem medir seria a maquiagem que esta régua existe para impedir — remeça a feature e reescreva a linha. || Mesmo defeito de forma do Proton, e o rótulo é a QUEIXA dela — *""o Sackboy engasga""*. O relatório-antes-de-agir é a parte cara desta feature e é o que o HTML precisará reproduzir; não é um clique que se liga numa linha. || 05/09/2026 — O RÓTULO É O MESMO NOS DOIS LADOS, e quem o escolheu foi ela: *""o procurar sobreposição de novo deveria ser Corrigir Sobreposição do Vulkan, não?""*. Entrou ""Tirar a sobreposição Vulkan"" na GTK (`main.glade:3062`) e na página (`09-sistema.html:1304`); o verbo ""corrigir"" NÃO entrou, porque prometeria a cura de engasgo que o A/B de 23/08 derrubou (p99 +4,19 ms/min com a camada desligada contra +2,35 com ela ligada). O rótulo até aqui era a QUEIXA dela — *""o Sackboy engasga""* — e o que caducou foi a premissa, não a regra: quem procura pela palavra ""Vulkan"" é a dona da palavra. || PEDE REMEDIÇÃO — 06/09/2026. Esta célula diz `html_faz = ""O BOTÃO EXISTE E ESTÁ MORTO""`, e ele não está mais: o `procurar-camadas` ganhou dono na SISTEMA-STEAM-01 e foi clicado no produto vivo, mostrando o censo real do disco dela. O fecho é da PARIDADE-REMEDIR-01, que mede as duas metades da célula antes de escrever o veredito."
07-lancadores,Steam Input: conferir se está ligado e desligar,IGUAL,format_steam_input_result,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py,src/hefesto_dualsense4unix/app/actions/emulation_actions.py:1905 · src/hefesto_dualsense4unix/app/actions/emulation_actions.py:1909 · src/hefesto_dualsense4unix/app/actions/emulation_actions.py:1957 · src/hefesto_dualsense4unix/app/actions/emulation_actions.py:1999 · src/hefesto_dualsense4unix/gui/main.glade:3569 · src/hefesto_dualsense4unix/gui/main.glade:3576,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:2099 · src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:415 · src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:2075 · src/hefesto_dualsense4unix/interface/desenho_dos_lancadores.py:642,"Dois botões na aba Emulação: `check` lê o estado (incluindo os appids ligados e a exceção) e `disable` desliga, pedindo consentimento para fechar a Steam por ~20 s. Com jogo aberto, não faz nada.","O ESTADO é pintado (a `_Vigia` relê a cada 20 s e o ""Procurar de novo"" a invalida no clique), com a frase do dono `markup_status_steam_input` traduzida de Pango para HTML — um `foreground=` não pinta nada no WebKit. O DESLIGAR é gesto, com a mesma ordem de portões do dono: jogo aberto recusa; Steam aberta pede consentimento em dois cliques; Steam fechada aplica. O veredito é a RELEITURA do vdf.","A dívida está DECLARADA no HTML, o que é o comportamento certo desta casa — mas continua sendo dívida: na GTK ela desliga o Steam Input pela janela, no HTML não. E a razão declarada (""não é IPC"") não é impeditivo: o HTML já chama `integrations/` direto em sete gestos da aba 07, sem passar pelo daemon (a07_lancadores.py:653-654, `PONTE` e `METODOS` vazios). || FECHADA em 06/09/2026. O ""conferir"" deixou de ser botão de propósito: na janela velha ele existe porque a etiqueta não se atualiza sozinha; aqui a vigia relê. O `modo-steam` da aba Jogar continua `SEM_DONO` e a razão dele MUDOU — não é ""não há IPC"", é ""o dono do assunto é a 07"". O sinal velho era `on_emulation_steam_input_disable`, nome de método do mixin da janela."
07-lancadores,"""Consertar problemas conhecidos"" (áudio do controle + Steam Input, sem senha)",DIFERENTE,on_storm_fix_safe,PRESENTE,LADO-HTML,src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1218 · src/hefesto_dualsense4unix/gui/main.glade:3001,src/hefesto_dualsense4unix/interface/paginas/09-sistema.html:1206 · src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py:644,"Roda os consertos que não pedem senha e NUNCA fecham a Steam: ajusta o áudio do controle e, só com a Steam fechada, desliga o Steam Input — com ela aberta, AVISA que adiou em vez de fingir que aplicou.","O BOTÃO EXISTE E ESTÁ MORTO — `data-gesto=""refazer-consertos""` sem gesto registrado.","03/09/2026 — A DÍVIDA FECHOU e o dado envelheceu no mesmo minuto: o símbolo `on_storm_fix_safe` APARECEU no lado HTML, posto pela leva do gap. DIFERENTE, e NÃO `IGUAL`, de propósito: o símbolo existir prova que o HTML passou a fazer algo, não que ele faça o MESMO que a GTK. Chamar de IGUAL sem medir seria a maquiagem que esta régua existe para impedir — remeça a feature e reescreva a linha. || Terceiro botão morto da mesma página, e o único dos três que NÃO está em `hefesto_vivo.PERIGOSOS` — ou seja, a régua de gesto O CLICA e ele responde calado. Um botão que a régua clica e que não faz nada é verde sobre botão morto, que é o defeito que esta casa nomeou no `--prova-gesto` do microfone."
07-lancadores,"Botões ""Abrir o lançador"" e ""Criar perfil para um jogo""",SO_NO_HTML,acao_html,PRESENTE,src/hefesto_dualsense4unix/interface/desenho_dos_lancadores.py,src/hefesto_dualsense4unix/gui/main.glade · src/hefesto_dualsense4unix/app/actions/profiles_actions.py,src/hefesto_dualsense4unix/interface/desenho_dos_lancadores.py:642 · src/hefesto_dualsense4unix/interface/desenho_dos_lancadores.py:743 · src/hefesto_dualsense4unix/interface/desenho_dos_lancadores.py:211 · src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:130,"NÃO existem. A GTK não abre lançador nenhum, e criar perfil é da aba Perfis.","Emite os seis ""Abrir o lançador"" e o ""Criar perfil para um jogo"" SEM `data-gesto` — desenho puro. As duas faltas estão declaradas em `SEM_DONO` com a razão.","Só no HTML, e de propósito — está registrado aqui para ninguém ""consertar"" de duas formas erradas: (a) removendo, porque a permanência do botão nos três estados do cartão é DECISÃO DELA de 02/09 (desenho_dos_lancadores.py:730-741); (b) ligando a um `xdg-open` por conta própria, porque a regra da casa é que o que não tem dono não vira botão que finge. Hoje o clique some em silêncio: o piloto só liga `[data-gesto]` (hefesto_vivo.py:469)."
07-lancadores,A frase de recusa que NOMEIA o jogo e diz o que vai acontecer,IGUAL,frase_do_aviso,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py,src/hefesto_dualsense4unix/app/actions/carona_do_wrapper.py:319 · src/hefesto_dualsense4unix/app/actions/carona_do_wrapper.py:404,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:377 · src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:507 · src/hefesto_dualsense4unix/interface/desenho_dos_lancadores.py:665,"Usa `sentinela_do_wrapper.frase_do_aviso(censo)` no toast do rodapé, uma vez por episódio — enquanto o conjunto de faltantes não mudar, salvar de novo não repete.","Usa a MESMA `frase_do_aviso` em dois lugares: no corpo do cartão da Steam quando há faltantes, e como texto do `RuntimeError` que vira tarja de 30 s quando o Consertar é adiado.","Mesma função, mesmo texto, e nenhum dos dois lados o redigita — o que é o ponto (a07:220: digitar a frase aqui seria a segunda cópia de um fato que já tem dono). MEDIDO AGORA, e é a mesma string nos dois: *""1 jogo perdeu as Opções de Inicialização do Hefesto na Steam: PRAGMATA (appid 3357650)… Posso repor agora, preservando as opções que você já tinha na linha.""* A diferença é só de duração: toast na GTK, tarja de 30 s no HTML (hefesto_vivo.py:99)."
07-lancadores,Manter o disco FORA da thread da janela,IGUAL,carona_do_wrapper._carona_em_curso,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py,src/hefesto_dualsense4unix/app/actions/carona_do_wrapper.py:238 · src/hefesto_dualsense4unix/app/actions/carona_do_wrapper.py:350 · src/hefesto_dualsense4unix/app/actions/launch_wrapper_dialog.py:380,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:167 · src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:178 · src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:202,"Thread dedicada para a carona (não o executor compartilhado, para não prender o worker que serve `profile.switch`), e `run_in_thread` para a leitura do vdf do lembrete. Uma passada por vez (`_carona_em_curso`).","A `_Vigia` nunca bloqueia: `agora()` devolve o que tem (ou `None` na primeira volta) e dispara uma thread quando o TTL vence; uma leitura por vez, pelo mesmo motivo. Os gestos rodam em thread do piloto.","Caminho diferente, contrato idêntico, e as duas docstrings citam a mesma razão (a07:156 aponta explicitamente para `carona_do_wrapper._carona_em_curso`). MEDIDO AGORA: `_onde_estao_os_lancadores` 0,9 ms e a leitura completa 64,6 ms — as duas fora do tique de 500 ms, como a GTK faz fora do tique de 2 Hz."
07-lancadores,Backup do `localconfig.vdf` antes de escrever,IGUAL,apply_wrapper_to_all_games,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py,src/hefesto_dualsense4unix/integrations/steam_launch_options.py:596 · src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1390,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:504 · src/hefesto_dualsense4unix/integrations/sentinela_do_wrapper.py:481 · src/hefesto_dualsense4unix/integrations/steam_launch_options.py:574,"Deixa `.bak.hefesto-launch-<ts>` ao lado de cada vdf tocado, e o diálogo de confirmação promete isso por escrito.","Idem — o Consertar desce pelo MESMO `apply_wrapper_to_all_games`, então o backup sai igual.","Um motor só, dois chamadores — não há como divergir. A diferença que sobra não é o backup: é que a GTK PROMETE o backup na tela antes de agir e o HTML não diz nada antes de escrever (ver a linha do reparo por gesto explícito)."
07-lancadores,O reparo do HTML de fato repõe a linha no vdf DELA?,NAO_DA_PARA_SABER,voltar-a-perguntar,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py,src/hefesto_dualsense4unix/app/actions/daemon_actions.py:1478 · src/hefesto_dualsense4unix/app/actions/carona_do_wrapper.py:300,src/hefesto_dualsense4unix/interface/pacotes/a07_lancadores.py:487,"Provado em produção — é o caminho que ela usa há meses, e o `wrapper-visto.json` é a memória que o alimenta.","Li o caminho inteiro (a07:504 → sentinela:448 → slo:574) e ele é o MESMO motor da GTK, com os mesmos portões. Mas NÃO cliquei.","Faltou o clique, e a razão é dura: `consertar` escreve no `localconfig.vdf` REAL dela, e ele NÃO está em `hefesto_vivo.PERIGOSOS` (:775) — nem a régua automática me protegeria, e ela clicaria na biblioteca dela para provar que sabe clicar. || 03/09/2026: os caminhos desta aba que escrevem em disco passaram de quatro a CINCO, e o quinto não tem clique — a `_VigiaDaSteam` repõe num tique de fundo. Ela só arma depois de um `Consertar` RECUSADO por ela, e nunca sob a suíte (`carona_do_wrapper.ligada()`), mas isso reforça o achado em vez de aliviá-lo: os quatro gestos (`consertar`, `tirar-daqui`, `voltar-a-usar`, `voltar-a-perguntar`) continuam fora da lista de PERIGOSOS, e agora um deles arma um escritor de fundo."
08-conexoes,"Exame da mesa — quantas conferências rodam, e quando",DIFERENTE,vizinhanca_das_portas,PRESENTE,src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py,src/hefesto_dualsense4unix/app/actions/config/secao_exame.py:1023 · src/hefesto_dualsense4unix/app/app.py:1180 · src/hefesto_dualsense4unix/integrations/exame_da_mesa.py:631,src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py:338 · src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py:1637,"Ao ENTRAR na aba Configurações e no botão, roda o exame COMPLETO: as cinco conferências (energia_do_radio, energia_das_portas, pareamentos, suporte_ao_controle, vizinhanca_das_portas) mais as ordens de serviço, numa thread, e desenha as cinco linhas.",O tique de 500 ms roda só TRÊS conferências — as que não forkam processo. `pareamentos` (busctl) e `vizinhanca_das_portas` só entram depois de ela clicar em Examinar Portas. Abrir a aba não dispara exame nenhum.,"MEDIDO nesta bancada em 03/09: `_conferencias()` devolve 3 itens (energia_do_radio, energia_das_portas, suporte_ao_controle) e `exame_da_mesa.exame()` devolve 5. A página tem CINCO blocos `data-campo=""exame""`; o piloto distribui a lista por ordem e escreve `''` no que sobra (hefesto_vivo.py:407), então DUAS das cinco linhas do Check-up nascem VAZIAS — com o ⊘ e o `?` ainda desenhados — até ela clicar no botão. Na GTK as cinco estão lá desde a entrada na aba."
