# O QUE AINDA APONTA PARA A JANELA GTK — inventário da sprint GTK-1 (06/09/2026)
#
# Decisão dela (D-0609-GTK-LEVA-INTEIRA): "a ideia sempre foi reaproveitar o que
# fiz no gtk e não apontar nada mais pra lá mas pro html". A frase inteira está
# em docs/process/sprints/2026-09-06-GTK-1-o-inventario-e-o-portao-que-impede-a-janela-de-crescer.md
#
# O QUE SAI É A JANELA. O QUE FICA É O MOTOR (app/actions/, app/widgets/,
# app/telas/, daemon/) — é o reuso que ela pediu.
#
# UMA LINHA POR (arquivo, alvo). `linhas` e `ocorrencias` são o que a varredura
# mediu; `ocorrencias` é o número que o portão congela — ESTA LISTA SÓ DIMINUI.
#
# O VEREDITO É SOBRE A CITAÇÃO, não sobre o arquivo (um arquivo pode ficar e a
# citação sair). Os três são os do plano D-19, Passo 4:
#   SAI-COM-A-JANELA    — mede ou monta a janela; some na GTK-3
#   MOTOR-MUDA-DE-CASA  — o alvo é motor (ou o citador fica): reaponta-se
#   NUNCA-DEVIA-CITAR   — é da interface nova e cita a janela; corrige-se aqui
#
# COMO SE CLASSIFICOU, e a regra tem duas metades:
#   1. ALVO QUE SOBREVIVE e só muda de endereço (gui.ponte_da_tela,
#      gui.aba_conexoes, gui.aba_sistema, gui.widgets.*, gui/theme.css) ->
#      MOTOR-MUDA-DE-CASA, seja quem for o citador. A exceção é o citador que
#      some junto com a janela.
#   2. ALVO QUE MORRE (gui/main.glade, app/app.py, app/main.py) -> classifica-se
#      por QUEM CITA: a janela e seus instrumentos SAEM; a interface nova
#      NUNCA-DEVIA-CITAR; o resto (motor, portão, empacotamento) MUDA DE CASA.
#
# O QUE ESTA VARREDURA COBRE: src/ tests/ scripts/ packaging/ flatpak/ e os
# arquivos soltos da raiz. NÃO cobre `docs/`, e a razão é medida: 233 documentos
# citam `main.glade` entre crases, 104 citam `app/app.py`, 36 citam `theme.css`
# e 16 citam `app/main.py`. Isso é prosa histórica, e esta casa não apaga
# registro datado — mas `scripts/validar-referencias-docs.py` varre `docs/`
# inteiro e reprova caminho que não existe (só ele: não lê `src/`). ENTÃO A
# GTK-3 HERDA 233 DOCUMENTOS VERMELHOS no portão `referencias-docs`, que esta
# casa levou a zero em 31/08 e 01/09. Não há atalho automático: ou os caminhos
# são declarados como históricos no portão, ou as 233 se reescrevem.
#
# A NATUREZA FOI MEDIDA COM `tokenize`, NÃO COM GREP, e o número é o argumento:
# das 255 linhas, 111 são PROSA pura (comentário ou docstring), 41 são só
# `import` e 85 tocam o artefato em CÓDIGO. Um grep chamaria as 255 de
# dependência, e a GTK-3 removeria o que não devia.
#
# Portão: scripts/check_nada_aponta_para_a_janela.py
arquivo,linhas,alvo,natureza,ocorrencias,pergunta_respondida,veredito,razao
src/hefesto_dualsense4unix/interface/aba08.py,34;176;734,gui.aba_conexoes,import+prosa,3,"quem cita? interface-nova; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.aba_conexoes` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
src/hefesto_dualsense4unix/interface/aba09.py,223;919;1187,gui.aba_sistema,código+prosa,3,"quem cita? interface-nova; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.aba_sistema` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
src/hefesto_dualsense4unix/interface/conexoes_vivas.py,7;18;48,gui.aba_conexoes,import+prosa,3,"quem cita? interface-nova; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.aba_conexoes` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
src/hefesto_dualsense4unix/interface/conexoes_vivas.py,6;49,gui.ponte_da_tela,import+prosa,2,"quem cita? interface-nova; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.ponte_da_tela` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
src/hefesto_dualsense4unix/interface/controles_vivos.py,78;80;104,gui.ponte_da_tela,import+prosa,3,"quem cita? interface-nova; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.ponte_da_tela` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
src/hefesto_dualsense4unix/interface/hefesto_vivo.py,88,gui.ponte_da_tela,import,1,"quem cita? interface-nova; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.ponte_da_tela` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
src/hefesto_dualsense4unix/interface/jogar_vivo.py,26;66,gui.ponte_da_tela,import+prosa,2,"quem cita? interface-nova; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.ponte_da_tela` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
src/hefesto_dualsense4unix/interface/jogar_vivo.py,127;136,gui/main.glade,código+prosa,2,quem cita? a INTERFACE NOVA (código+prosa),NUNCA-DEVIA-CITAR,"a tela nova cita `gui/main.glade` por hábito ou por falta de dono; o dono novo é do motor (GTK-2), e a citação se corrige aqui"
src/hefesto_dualsense4unix/interface/pacotes/__init__.py,1090,gui.aba_sistema,prosa,1,"quem cita? interface-nova; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.aba_sistema` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
src/hefesto_dualsense4unix/interface/pacotes/a01_jogar.py,701,gui.aba_sistema,import,1,"quem cita? interface-nova; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.aba_sistema` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
src/hefesto_dualsense4unix/interface/pacotes/a02_controles.py,395,gui.widgets.stick_preview_gtk,prosa,1,"quem cita? interface-nova; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.widgets.stick_preview_gtk` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
src/hefesto_dualsense4unix/interface/pacotes/a06_navegacao.py,2197;2230,gui/main.glade,prosa,2,quem cita? a INTERFACE NOVA (prosa),NUNCA-DEVIA-CITAR,"a tela nova cita `gui/main.glade` por hábito ou por falta de dono; o dono novo é do motor (GTK-2), e a citação se corrige aqui"
src/hefesto_dualsense4unix/interface/pacotes/a08_conexoes.py,42;45;383;1007;1093;1164;1200;1243;1252;1260;1303;1413;1464;1554;1894;1944;2072;2451;2470;2967;3093;3122;3949,gui.aba_conexoes,import+prosa,23,"quem cita? interface-nova; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.aba_conexoes` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
src/hefesto_dualsense4unix/interface/pacotes/a09_sistema.py,34;71;86;96;1083;1462;1506,gui.aba_sistema,código+import+prosa,7,"quem cita? interface-nova; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.aba_sistema` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
src/hefesto_dualsense4unix/interface/pacotes/a10_perfis.py,626;656,gui/main.glade,prosa,2,quem cita? a INTERFACE NOVA (prosa),NUNCA-DEVIA-CITAR,"a tela nova cita `gui/main.glade` por hábito ou por falta de dono; o dono novo é do motor (GTK-2), e a citação se corrige aqui"
src/hefesto_dualsense4unix/interface/pacotes/rodape.py,18;392,gui/main.glade,prosa,2,quem cita? a INTERFACE NOVA (prosa),NUNCA-DEVIA-CITAR,"a tela nova cita `gui/main.glade` por hábito ou por falta de dono; o dono novo é do motor (GTK-2), e a citação se corrige aqui"
src/hefesto_dualsense4unix/interface/perfis_vivos.py,41;65,gui.ponte_da_tela,import+prosa,2,"quem cita? interface-nova; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.ponte_da_tela` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
src/hefesto_dualsense4unix/interface/sistema_viva.py,33;38;57,gui.aba_sistema,import+prosa,3,"quem cita? interface-nova; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.aba_sistema` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
src/hefesto_dualsense4unix/interface/sistema_viva.py,58,gui.ponte_da_tela,import,1,"quem cita? interface-nova; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.ponte_da_tela` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
src/hefesto_dualsense4unix/interface/ver.py,121,gui.ponte_da_tela,import,1,"quem cita? interface-nova; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.ponte_da_tela` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
src/hefesto_dualsense4unix/profiles/autoswitch.py,80,app/app.py,prosa,1,"quem cita? motor, que fica (prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `app/app.py` não: esta citação precisa de outra fonte, ou de reescrita"
src/hefesto_dualsense4unix/profiles/autoswitch.py,80;81,app/main.py,prosa,2,"quem cita? motor, que fica (prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `app/main.py` não: esta citação precisa de outra fonte, ou de reescrita"
src/hefesto_dualsense4unix/profiles/simple_match.py,529,gui/main.glade,prosa,1,"quem cita? motor, que fica (prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
src/hefesto_dualsense4unix/utils/color_contrast.py,32,gui/theme.css,prosa,1,"quem cita? motor; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui/theme.css` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
src/hefesto_dualsense4unix/utils/i18n.py,13,app/main.py,prosa,1,"quem cita? motor, que fica (prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `app/main.py` não: esta citação precisa de outra fonte, ou de reescrita"
src/hefesto_dualsense4unix/utils/i18n.py,16,gui/main.glade,prosa,1,"quem cita? motor, que fica (prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
src/hefesto_dualsense4unix/utils/identidade.py,5,app/main.py,prosa,1,"quem cita? motor, que fica (prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `app/main.py` não: esta citação precisa de outra fonte, ou de reescrita"
src/hefesto_dualsense4unix/utils/repo_files.py,74,gui.widgets.button_glyph,prosa,1,"quem cita? motor; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.widgets.button_glyph` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
src/hefesto_dualsense4unix/utils/single_instance.py,52;109,app/main.py,prosa,2,"quem cita? motor, que fica (prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `app/main.py` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/portao_a_casa_sabe_e_o_produto_nao_faz.py,509,app/app.py,código,1,quem cita? a régua de um PORTÃO que fica; a janela é só o exemplo/superfície,MOTOR-MUDA-DE-CASA,o portão sobrevive; `app/app.py` como exemplo precisa de outra fonte
tests/unit/portao_a_casa_sabe_e_o_produto_nao_faz.py,270;272;576,app/main.py,código,3,quem cita? a régua de um PORTÃO que fica; a janela é só o exemplo/superfície,MOTOR-MUDA-DE-CASA,o portão sobrevive; `app/main.py` como exemplo precisa de outra fonte
tests/unit/portao_a_casa_sabe_e_o_produto_nao_faz.py,1469;1471;1475;1477;1481;1483;1487;1489,gui.aba_conexoes,código,8,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.aba_conexoes` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/portao_a_casa_sabe_e_o_produto_nao_faz.py,362;1345;1347,gui.aba_sistema,código+prosa,3,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.aba_sistema` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/portao_a_casa_sabe_e_o_produto_nao_faz.py,55;473;2204;2217;4320;4328,gui.ponte_da_tela,código+prosa,6,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.ponte_da_tela` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/portao_a_casa_sabe_e_o_produto_nao_faz.py,928,gui.widgets.button_glyph,código,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.widgets.button_glyph` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/portao_a_casa_sabe_e_o_produto_nao_faz.py,2189,gui/main.glade,prosa,1,quem cita? a régua de um PORTÃO que fica; a janela é só o exemplo/superfície,MOTOR-MUDA-DE-CASA,o portão sobrevive; `gui/main.glade` como exemplo precisa de outra fonte
tests/unit/test_a08_a_ordem_de_servico_e_a_sala_sao_da_maquina_dela.py,166;189;366;378;432,gui.aba_conexoes,import+prosa,5,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.aba_conexoes` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_a08_o_selo_do_exame_tem_um_endereco_por_estado.py,72,gui.aba_conexoes,import,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.aba_conexoes` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_a5_fechar_a_janela_nao_perde_a_declaracao.py,24;25,app/app.py,import,2,quem cita? régua da janela GTK — constrói HefestoApp,SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_a_05_vibracao_diz_a_forca_que_ela_escolheu.py,41;337;352,gui/main.glade,código+prosa,3,quem cita? régua da INTERFACE NOVA,NUNCA-DEVIA-CITAR,a régua é da tela nova e foi buscar o endereço em `gui/main.glade`; corrige-se onde está
tests/unit/test_a_09_sistema_fecha_a_paridade.py,159;189;212;259;409;473,gui.aba_sistema,import,6,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.aba_sistema` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_a_09_sistema_sai_do_desenho.py,499,gui/main.glade,prosa,1,quem cita? régua da INTERFACE NOVA,NUNCA-DEVIA-CITAR,a régua é da tela nova e foi buscar o endereço em `gui/main.glade`; corrige-se onde está
tests/unit/test_a_aba_03_gatilhos_fecha_as_linhas.py,143,gui/main.glade,prosa,1,quem cita? régua da INTERFACE NOVA,NUNCA-DEVIA-CITAR,a régua é da tela nova e foi buscar o endereço em `gui/main.glade`; corrige-se onde está
tests/unit/test_a_aba_05_vibracao_fecha_as_linhas.py,557,gui/main.glade,prosa,1,quem cita? régua da INTERFACE NOVA,NUNCA-DEVIA-CITAR,a régua é da tela nova e foi buscar o endereço em `gui/main.glade`; corrige-se onde está
tests/unit/test_a_aba_09_sistema_fecha_as_linhas.py,78,gui.aba_sistema,import,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.aba_sistema` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_a_aba_10_perfis_fecha_as_linhas.py,431;465,gui/main.glade,prosa,2,quem cita? régua da INTERFACE NOVA,NUNCA-DEVIA-CITAR,a régua é da tela nova e foi buscar o endereço em `gui/main.glade`; corrige-se onde está
tests/unit/test_a_aba_emulacao_nao_promete_transporte_sem_lastro.py,42;54;75;453,gui/main.glade,código+prosa,4,"quem cita? teste, que fica (código+prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_a_aba_emulacao_tem_rede_nos_quatro_caminhos.py,28,app/app.py,prosa,1,quem cita? régua da janela GTK — mede a estrutura da janela (lido na docstring),SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_a_aba_sistema_nomeia_o_servico.py,54,gui.aba_sistema,import,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.aba_sistema` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_a_aba_sistema_para_de_falar_pelo_desenho.py,226,gui.aba_sistema,import,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.aba_sistema` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_a_bancada_da_foto_exercita_os_dois_graus.py,75;100,gui/main.glade,código+prosa,2,quem cita? régua da janela GTK — mede a estrutura da janela (lido na docstring),SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_a_barra_quebrada_no_circulo_do_stick.py,51,gui.widgets.stick_preview_gtk,import,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.widgets.stick_preview_gtk` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_a_caixinha_que_tira_do_steam_input.py,441,app/app.py,import,1,quem cita? régua da janela GTK — constrói HefestoApp,SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_a_documentacao_conhece_todas_as_abas.py,18;27;72,gui/main.glade,código+prosa,3,quem cita? a régua de um PORTÃO que fica; a janela é só o exemplo/superfície,MOTOR-MUDA-DE-CASA,o portão sobrevive; `gui/main.glade` como exemplo precisa de outra fonte
tests/unit/test_a_foto_do_cabecalho_prova_o_alvo.py,94;249;329,app/app.py,import+prosa,3,quem cita? régua da janela GTK — constrói HefestoApp,SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_a_janela_estreita_nao_engole_o_desenho.py,25;142,gui.ponte_da_tela,import+prosa,2,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.ponte_da_tela` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_a_janela_nao_nasce_na_tela_dela.py,57,gui.ponte_da_tela,import,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.ponte_da_tela` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_a_marreta_respeita_o_silencio.py,13,gui/theme.css,prosa,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui/theme.css` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_a_matriz_do_daemon_e_uma_so.py,25,gui.aba_sistema,import,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.aba_sistema` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_aba09_o_exame_cortado_guarda_a_frase_inteira.py,48,gui.aba_sistema,import,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.aba_sistema` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_aba_no_jogo_so_com_jogo_aberto.py,13,gui/main.glade,prosa,1,"quem cita? teste, que fica (prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_afordancia_de_dica_na_aba_configuracoes.py,14;100;107,gui/theme.css,código+prosa,3,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui/theme.css` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_ambiente_presumido_01_o_display_que_nao_existe.py,25,app/main.py,import,1,"quem cita? teste, que fica (import)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `app/main.py` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_app_scroll_wrap.py,91,app/app.py,import,1,quem cita? régua da janela GTK — constrói HefestoApp,SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_as_fotos_acompanham_a_versao.py,108,gui/main.glade,prosa,1,quem cita? régua da janela GTK — mede a estrutura da janela (lido na docstring),SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_as_fotos_acompanham_a_versao.py,108,gui/theme.css,prosa,1,quem cita? instrumento/régua da janela GTK (teste),SAI-COM-A-JANELA,"o alvo `gui/theme.css` fica de pé, mas quem cita some com a janela"
tests/unit/test_auto01_um_clique_em_vez_de_dez.py,13;65,gui/main.glade,código+prosa,2,"quem cita? teste, que fica (código+prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_aviso_de_modo_lightbar.py,280,gui/theme.css,prosa,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui/theme.css` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_button_glyph.py,110,gui.widgets,import,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.widgets` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_button_glyph.py,90;97;139;152;159,gui.widgets.button_glyph,import,5,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.widgets.button_glyph` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_caducos_alcanca_a_tela.py,7;31;79;88;96;154;155;157,gui/main.glade,código+prosa,8,quem cita? a régua de um PORTÃO que fica; a janela é só o exemplo/superfície,MOTOR-MUDA-DE-CASA,o portão sobrevive; `gui/main.glade` como exemplo precisa de outra fonte
tests/unit/test_campo_que_nao_nascia_01_o_jogo_da_steam_sem_onde_digitar.py,9;96,gui/main.glade,prosa,2,"quem cita? teste, que fica (prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_card_unico_01.py,47,gui.widgets.stick_preview_gtk,import,1,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui.widgets.stick_preview_gtk` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_carona_do_wrapper_01_salvar_repoe_o_que_a_steam_comeu.py,671;696;722,app/app.py,código+import,3,quem cita? régua da janela GTK — constrói HefestoApp,SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_config_01_a_aba_nasce_vazia.py,86;236;256,app/app.py,import,3,quem cita? régua da janela GTK — constrói HefestoApp,SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_config_01_a_aba_nasce_vazia.py,27,gui/main.glade,prosa,1,quem cita? régua da janela GTK — constrói HefestoApp,SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_config_a_janela_na_tela.py,302,gui/main.glade,prosa,1,quem cita? régua da janela GTK — mede a estrutura da janela (lido na docstring),SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_config_a_janela_na_tela.py,480,gui/theme.css,prosa,1,quem cita? instrumento/régua da janela GTK (teste),SAI-COM-A-JANELA,"o alvo `gui/theme.css` fica de pé, mas quem cita some com a janela"
tests/unit/test_config_a_palavra_de_tela_da_aba_montada.py,4,gui/main.glade,prosa,1,quem cita? régua da janela GTK — mede a estrutura da janela (lido na docstring),SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_config_selo_de_saude.py,15,gui/main.glade,prosa,1,quem cita? régua da janela GTK — mede a estrutura da janela (lido na docstring),SAI-COM-A-JANELA,"esta citação mede a janela; sai com ela. Se o arquivo cobrir também o motor, a GTK-3 lê antes de apagar (plano D-19, Passo 4)"
tests/unit/test_contraste_css.py,1;59;405;451,gui/theme.css,código+prosa,4,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui/theme.css` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_contraste_de_widget_desabilitado.py,10;107;288;301;327;338;352;400,gui/theme.css,código+prosa,8,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui/theme.css` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
tests/unit/test_cor_que_nao_pintava_01.py,14;111,gui/main.glade,código+prosa,2,"quem cita? teste, que fica (código+prosa)",MOTOR-MUDA-DE-CASA,"o citador sobrevive à remoção e `gui/main.glade` não: esta citação precisa de outra fonte, ou de reescrita"
tests/unit/test_cor_que_nao_pintava_01.py,3;39;41;67;100,gui/theme.css,código+prosa,5,"quem cita? teste; o alvo é MOTOR, não janela",MOTOR-MUDA-DE-CASA,`gui/theme.css` sobrevive à remoção: é o reuso que ela pediu. O que muda é o ENDEREÇO — sair de `gui/` e ser reapontado aqui
