# FONTE DA VERDADE DAS CORES DO DUALSENSE — 27/08/2026
#
# Irmão do `pecas-do-dualsense.csv`: aquele é o dono das PEÇAS, este é o dono
# das CORES. A mesma regra vale — mudou aqui, muda em todos.
#
# O QUE ELE RESOLVE. Até 27/08 as cores do desenho eram CSS DIGITADO À MÃO, em
# UMA zona só (`.corpo`), e em DOIS lugares: `novo-layout/_ferramentas/topo.html`
# (:295-326, quatro colorways) e `novo-layout/_ferramentas/mapa.py`, com um
# quinto — `--midnight-black:#292a2d` — em `novo-layout/04-iluminacao.html`.
# Duas consequências: (1) nenhuma régua sabia dizer se o hex ali estava certo,
# porque não havia com o que comparar — o Cosmic Red do desenho era `#b11f54` e
# a amostragem devolveu `#A51C48`, distância 17; (2) o desenho pintava o
# controle inteiro de uma cor, e o DualSense NÃO é de uma cor só — no Cosmic
# Red a casca é carmim, o painel central é preto e os analógicos são pretos.
#
# FATO ERRADO, SUBSTITUÍDO (27/08/2026, à noite). Estas linhas diziam que as
# cinco cores viviam "dentro do `<style>` do `assets/control-svg/dualsense.svg`".
# O SVG nunca teve `<style>`: ele é o desenho que ela fez no editor, e a única
# cor que carrega é `fill="#3a3f4b"` como atributo. Quem fosse consertar o hex
# procuraria no arquivo errado. O `<style>` que existe ali AGORA é gerado por
# `scripts/gerar_cores_do_dualsense.py` — e é a cura, não o defeito.
#
# COMO A COR CHEGA AO DESENHO, a partir daqui: este CSV manda, e
# `scripts/gerar_cores_do_dualsense.py` escreve. Ele põe `class="z-<zona>"` em
# cada peça (a zona vem da coluna `zona` do `pecas-do-dualsense.csv`) e um
# `<style>` com os 28 modelos dentro do próprio SVG. O portão que reprova a
# divergência é `scripts/check_cores_do_dualsense.py`, com duas réguas
# independentes: a leitura dos CSV, e a PINTURA medida no Chrome.
#
# COMO A COR CHEGA. O serial de fábrica de 17 caracteres carrega o código nos
# caracteres 5 e 6 (`serial[4:6]`). Ele sai por `SET_FEATURE 0x80` com payload
# `[0x01, 0x13]`, e a resposta vem no `GET_FEATURE 0x81`. Medido nesta bancada
# em 27/08/2026 nos DOIS transportes — ver `scripts/ensaios/cor_do_plastico.py`
# e a canônica, seção "O caminho da cor do plástico".
#
# NO RÁDIO, A SEMENTE DO CRC É `0x53`, não `0xA3`. As sementes são o byte de
# cabeçalho da transação HIDP: `0xA3` é `DATA|FEATURE` (o feature que CHEGA),
# `0x53` é `SET_REPORT|FEATURE` (o que SAI). Assinar com a errada devolve
# errno 5, e foi o que fez esta casa concluir por quatro dias que o firmware
# recusava por rádio.
#
# AS ZONAS. Dez, e elas são o que um SVG universal precisa (a linha dizia
#            "oito" e listava dez):
#   casca_esq   punho e ombro esquerdos   | casca_dir  punho e ombro direitos
#   painel      a ilha central            | touch      o retângulo do touchpad
#   botoes_face o plástico de △○X□        | simbolos   a impressão neles
#   dpad        o direcional              | analogicos as duas cabeças
#   gatilhos    L1 R1 L2 R2               | detalhe    friso, decalque, arte
# Nos modelos "split" (Spider-Man 2, God of War 20th) `casca_esq` e `casca_dir`
# são cores DIFERENTES — é por isso que não existe uma coluna `casca` só.
#
# grau : MEDIDO   = o serial saiu de um aparelho DESTA bancada (código), ou o
#                   hex foi amostrado de peça física sob luz controlada
#        ALTA     = o código está no `colorMap` do dualshock-tools (engenharia
#                   reversa consolidada, com dumps de serial reais)
#        FOTO     = o hex foi amostrado de foto oficial da Sony — iluminação de
#                   estúdio distorce; trocar por medição quando houver a peça
#        SEM-HEX  = o acabamento não cabe num hexadecimal (iridescente,
#                   metálico, camuflado, arte impressa). Ver a coluna
#                   `acabamento` e NÃO invente um fill.
#        AUSENTE  = o código não é conhecido publicamente. Ausência declarada.
#
# acabamento : fosco | metalico | iridescente | camuflado | arte | degrade
#
# ATENÇÃO A QUEM FOR MEDIR: os hex marcados FOTO vieram de pesquisa externa
# (27/08) e DIVERGEM dos cinco que o SVG usava. Os quatro controles desta casa
# são White, Cosmic Red, Starlight Blue e Galactic Purple — esses quatro podem
# virar MEDIDO com uma foto sob luz constante, e é o primeiro trabalho a fazer.
#
codigo_da_cor,id,nome,zona,hex,grau,acabamento,fonte,nota
Z2,spider-man-2,Marvel's Spider-Man 2,botoes_face,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
Z2,spider-man-2,Marvel's Spider-Man 2,simbolos,#D0D0D0,FOTO,arte,pesquisa-externa-27-08,
Z2,spider-man-2,Marvel's Spider-Man 2,dpad,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
Z2,spider-man-2,Marvel's Spider-Man 2,analogicos,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
Z2,spider-man-2,Marvel's Spider-Man 2,gatilhos,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
Z2,spider-man-2,Marvel's Spider-Man 2,detalhe,#0A0A0C,FOTO,arte,pesquisa-externa-27-08,teia impressa
Z3,astro-bot,Astro Bot,casca_esq,#E8E4DC,FOTO,arte,pesquisa-externa-27-08,sem os olhos no touch é o White
Z3,astro-bot,Astro Bot,casca_dir,#E8E4DC,FOTO,arte,pesquisa-externa-27-08,
Z3,astro-bot,Astro Bot,painel,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
Z3,astro-bot,Astro Bot,touch,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
Z3,astro-bot,Astro Bot,botoes_face,#E8E4DC,FOTO,arte,pesquisa-externa-27-08,
Z3,astro-bot,Astro Bot,simbolos,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
Z3,astro-bot,Astro Bot,dpad,#E8E4DC,FOTO,arte,pesquisa-externa-27-08,
Z3,astro-bot,Astro Bot,analogicos,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
Z3,astro-bot,Astro Bot,gatilhos,#E8E4DC,FOTO,arte,pesquisa-externa-27-08,
Z3,astro-bot,Astro Bot,detalhe,,SEM-HEX,arte,pesquisa-externa-27-08,os olhos do robô impressos no touchpad
Z4,fortnite,Fortnite,casca_esq,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,a cor é a estampa; o plástico é preto
Z4,fortnite,Fortnite,casca_dir,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
Z4,fortnite,Fortnite,painel,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
Z4,fortnite,Fortnite,touch,,SEM-HEX,arte,pesquisa-externa-27-08,gráfico colorido
Z4,fortnite,Fortnite,botoes_face,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
Z4,fortnite,Fortnite,simbolos,#F2C200,FOTO,arte,pesquisa-externa-27-08,amarelo Fortnite; aproximado
Z4,fortnite,Fortnite,dpad,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
Z4,fortnite,Fortnite,analogicos,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
Z4,fortnite,Fortnite,gatilhos,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
Z6,the-last-of-us,The Last of Us,casca_esq,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,invertido: punhos pretos e miolo branco; sem isso some no Midnight Black
Z6,the-last-of-us,The Last of Us,casca_dir,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
Z6,the-last-of-us,The Last of Us,painel,#E4E0D8,FOTO,arte,pesquisa-externa-27-08,miolo BRANCO
Z6,the-last-of-us,The Last of Us,touch,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,vaga-lume dourado
Z6,the-last-of-us,The Last of Us,botoes_face,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
Z6,the-last-of-us,The Last of Us,simbolos,#E4E0D8,FOTO,arte,pesquisa-externa-27-08,
Z6,the-last-of-us,The Last of Us,dpad,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
Z6,the-last-of-us,The Last of Us,analogicos,#E4E0D8,FOTO,arte,pesquisa-externa-27-08,sticks BRANCOS
Z6,the-last-of-us,The Last of Us,gatilhos,#E4E0D8,FOTO,arte,pesquisa-externa-27-08,
Z6,the-last-of-us,The Last of Us,detalhe,#C4A36A,FOTO,arte,pesquisa-externa-27-08,firefly no touch e ícones nos punhos
ZA,god-of-war-20th,God of War 20th Anniversary,casca_esq,#E4E0D8,FOTO,arte,pesquisa-externa-27-08,SPLIT: branco à esquerda
ZA,god-of-war-20th,God of War 20th Anniversary,casca_dir,#C41E3A,FOTO,arte,pesquisa-externa-27-08,SPLIT: faixa vermelha à direita até o R1; sem ela é o White
ZA,god-of-war-20th,God of War 20th Anniversary,painel,#E4E0D8,FOTO,arte,pesquisa-externa-27-08,
ZA,god-of-war-20th,God of War 20th Anniversary,touch,#E4E0D8,FOTO,arte,pesquisa-externa-27-08,
ZA,god-of-war-20th,God of War 20th Anniversary,botoes_face,#E4E0D8,FOTO,arte,pesquisa-externa-27-08,
ZA,god-of-war-20th,God of War 20th Anniversary,simbolos,#C41E3A,FOTO,arte,pesquisa-externa-27-08,
ZA,god-of-war-20th,God of War 20th Anniversary,dpad,#E4E0D8,FOTO,arte,pesquisa-externa-27-08,setas vermelhas
ZA,god-of-war-20th,God of War 20th Anniversary,analogicos,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
ZA,god-of-war-20th,God of War 20th Anniversary,gatilhos,#E4E0D8,FOTO,arte,pesquisa-externa-27-08,R1 vermelho e L1 branco
ZB,icon-blue,Icon Blue Special Edition,casca_esq,#1E4A8C,FOTO,arte,pesquisa-externa-27-08,azul em camadas
ZB,icon-blue,Icon Blue Special Edition,casca_dir,#1E4A8C,FOTO,arte,pesquisa-externa-27-08,
ZB,icon-blue,Icon Blue Special Edition,painel,#1E4A8C,FOTO,arte,pesquisa-externa-27-08,a ilha também é azul
ZB,icon-blue,Icon Blue Special Edition,touch,#163A72,FOTO,arte,pesquisa-externa-27-08,grid de △○X□ glossy
ZB,icon-blue,Icon Blue Special Edition,botoes_face,#1E4A8C,FOTO,arte,pesquisa-externa-27-08,
ZB,icon-blue,Icon Blue Special Edition,simbolos,#9EC0E8,FOTO,arte,pesquisa-externa-27-08,
ZB,icon-blue,Icon Blue Special Edition,dpad,#1E4A8C,FOTO,arte,pesquisa-externa-27-08,
ZB,icon-blue,Icon Blue Special Edition,analogicos,#1E4A8C,FOTO,arte,pesquisa-externa-27-08,sticks AZUIS; é o que separa do Cobalt Blue
ZB,icon-blue,Icon Blue Special Edition,gatilhos,#163A72,FOTO,arte,pesquisa-externa-27-08,
ZC,ghost-of-yotei,Ghost of Yōtei Limited Edition,casca_esq,,SEM-HEX,arte,pesquisa-externa-27-08,existem Gold e Black; o mapa público traz UM código só e não diz qual
ZC,ghost-of-yotei,Ghost of Yōtei Limited Edition,painel,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
ZC,ghost-of-yotei,Ghost of Yōtei Limited Edition,analogicos,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
ZC,ghost-of-yotei,Ghost of Yōtei Limited Edition,detalhe,,SEM-HEX,arte,pesquisa-externa-27-08,brasão japonês no touchpad
ZD,marathon,Marathon Limited Edition,casca_esq,,SEM-HEX,arte,pesquisa-externa-27-08,sem amostragem estável nesta pesquisa
ZD,marathon,Marathon Limited Edition,painel,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
ZD,marathon,Marathon Limited Edition,analogicos,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
ZE,genshin-impact,Genshin Impact Limited Edition,casca_esq,,SEM-HEX,arte,pesquisa-externa-27-08,sem amostragem estável nesta pesquisa
ZE,genshin-impact,Genshin Impact Limited Edition,painel,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
ZE,genshin-impact,Genshin Impact Limited Edition,analogicos,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,
ZF,007-first-light,007 First Light Limited Edition,casca_esq,,SEM-HEX,arte,pesquisa-externa-27-08,código no mapa; sem foto oficial amostrada
ZF,007-first-light,007 First Light Limited Edition,painel,#1A1A1C,FOTO,arte,pesquisa-externa-27-08,INFERIDO do padrão da linha
